ID,NIK,NISN,Name,Gender,BirthDate,BirthRegency,Religion,PhoneNumber,Email,Photo,Address,Nationality,Province,Regency,Subdistrict,PostalCode,School,SchoolMajor,GraduationYear,Admission,Major1,Major2,Score,PassedMajorID,Timestamp
SBMPTN20211180,3311120411870003,212351366,Ilse Fielding,Laki-Laki,2005-10-04 00:00:00,KAB. FLORES TIMUR,Konghucu,204-338-2502,ifielding7r@indiatimes.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA SELATAN,KAB. OGAN KOMERING ULU SELATAN,SIMPANG,12345,SMAN 420,IPA,2022,SBMPTN,21,2,495,21,2022-07-10 00:00:00
SBMPTN20211181,3311120411870003,212351367,Tam Buzza,Perempuan,2006-03-04 00:00:00,KAB. SAMPANG,Katolik,872-372-6871,tbuzza7s@hao123.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. GROBOGAN,KARANGRAYUNG,12345,SMAN 87,IPA,2021,SBMPTN,21,10,472,21,2022-07-10 00:00:00
SBMPTN20211182,3311120411870003,212351368,Olenka Adcocks,Perempuan,2005-03-03 00:00:00,KAB. MALUKU TENGGARA BARAT,Hindu,503-794-0256,oadcocks7t@fc2.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,BANTEN,KAB. LEBAK,CILELES,12345,SMAN 485,IPA,2021,SBMPTN,24,14,773,24,2022-07-10 00:00:00
SBMPTN20211183,3311120411870003,212351369,Silvano Leddy,Perempuan,2006-12-16 00:00:00,KAB. LEMBATA,Hindu,366-506-5843,sleddy7u@guardian.co.uk,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN SELATAN,KOTA BANJARMASIN,BANJARMASIN TIMUR,12345,SMAN 508,IPA,2021,SBMPTN,32,20,642,32,2022-07-10 00:00:00
SBMPTN20211184,3311120411870003,212351370,Lorelei Bolzen,Laki-Laki,2003-07-15 00:00:00,KAB. LUMAJANG,Buddha,238-444-7121,lbolzen7v@youtu.be,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI TENGGARA,KAB. KONAWE,LATOMA,12345,SMAN 99,IPA,2022,SBMPTN,19,33,469,19,2022-07-10 00:00:00
SBMPTN20211185,3311120411870003,212351371,Kynthia Cannam,Laki-Laki,2005-04-24 00:00:00,KAB. PAMEKASAN,Islam,210-909-1590,kcannam7w@pagesperso-orange.fr,https://google.com,Jalan Nasional Nomor 1,Indonesia,GORONTALO,KOTA GORONTALO,KOTA TENGAH,12345,SMAN 107,IPA,2023,SBMPTN,5,12,759,5,2022-07-10 00:00:00
SBMPTN20211186,3311120411870003,212351372,Claudia Yapp,Perempuan,2003-12-09 00:00:00,KAB. MINAHASA UTARA,Islam,703-637-4340,cyapp7x@wp.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. WONOGIRI,NGADIROJO,12345,SMAN 43,IPA,2021,SBMPTN,14,30,783,14,2022-07-10 00:00:00
SBMPTN20211187,3311120411870003,212351373,Norah Kimmings,Perempuan,2003-01-10 00:00:00,KAB. KENDAL,Katolik,855-909-9514,nkimmings7y@livejournal.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI SELATAN,KAB. TANA TORAJA,RANO,12345,SMAN 246,IPA,2021,SBMPTN,10,27,540,10,2022-07-10 00:00:00
SBMPTN20211188,3311120411870003,212351374,Rock Normanville,Perempuan,2006-05-14 00:00:00,KAB. DHARMASRAYA,Islam,974-592-0631,rnormanville7z@hp.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,RIAU,KAB. INDRAGIRI HILIR,PELANGIRAN,12345,SMAN 215,BAHASA,2023,SBMPTN,16,10,517,16,2022-07-10 00:00:00
SBMPTN20211189,3311120411870003,212351375,Quentin McCollum,Perempuan,2006-02-22 00:00:00,KAB. PEGUNUNGAN ARFAK,Konghucu,615-298-2532,qmccollum80@pbs.org,https://google.com,Jalan Nasional Nomor 1,Indonesia,RIAU,KAB. INDRAGIRI HILIR,GAUNG ANAK SERKA,12345,SMAN 394,IPA,2021,SBMPTN,18,4,789,18,2022-07-10 00:00:00
SBMPTN20211190,3311120411870003,212351376,Ali Povey,Perempuan,2003-06-10 00:00:00,KAB. BLITAR,Buddha,565-516-8129,apovey81@plala.or.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,LAMPUNG,KAB. PESAWARAN,KEDONDONG,12345,SMAN 250,IPA,2021,SBMPTN,19,14,539,19,2022-07-10 00:00:00
SBMPTN20211191,3311120411870003,212351377,Christyna Dreus,Laki-Laki,2004-10-12 00:00:00,KAB. BENGKULU UTARA,Buddha,449-729-8550,cdreus82@oracle.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA BARAT,KAB. PADANG PARIAMAN,PATAMUAN,12345,SMAN 147,IPA,2022,SBMPTN,14,22,475,14,2022-07-10 00:00:00
SBMPTN20211192,3311120411870003,212351378,Towney Steventon,Laki-Laki,2004-08-11 00:00:00,KOTA LUBUK LINGGAU,Konghucu,241-417-0703,tsteventon83@usa.gov,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA SELATAN,KOTA PALEMBANG,KERTAPATI,12345,SMAN 256,BAHASA,2022,SBMPTN,19,23,634,19,2022-07-10 00:00:00
SBMPTN20211193,3311120411870003,212351379,Brice Bedlington,Laki-Laki,2003-07-08 00:00:00,KAB. BOLAANG MONGONDOW,Konghucu,711-996-3067,bbedlington84@booking.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,ACEH,KAB. ACEH BESAR,KRUENG BARONA JAYA,12345,SMAN 484,IPA,2022,SBMPTN,16,1,779,16,2022-07-10 00:00:00
SBMPTN20211194,3311120411870003,212351380,Lamar Greystoke,Perempuan,2006-11-13 00:00:00,KAB. DONGGALA,Islam,611-953-7594,lgreystoke85@plala.or.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA BARAT,KAB. TASIKMALAYA,PANCATENGAH,12345,SMAN 145,IPA,2023,SBMPTN,29,10,694,29,2022-07-10 00:00:00
SBMPTN20211195,3311120411870003,212351381,Lon Buller,Laki-Laki,2005-09-24 00:00:00,KOTA YOGYAKARTA,Kristen,593-849-5214,lbuller86@over-blog.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA BARAT,KAB. KARAWANG,KLARI,12345,SMAN 376,IPA,2023,SBMPTN,19,33,725,19,2022-07-10 00:00:00
SBMPTN20211196,3311120411870003,212351382,Ganny Huegett,Perempuan,2005-08-07 00:00:00,KOTA PROBOLINGGO,Katolik,367-878-2581,ghuegett87@cbslocal.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA SELATAN,KAB. LAHAT,KIKIM TIMUR,12345,SMAN 105,IPA,2023,SBMPTN,11,24,767,11,2022-07-10 00:00:00
SBMPTN20211197,3311120411870003,212351383,Kalli Wyon,Laki-Laki,2006-10-02 00:00:00,KAB. LAMPUNG SELATAN,Konghucu,659-751-0742,kwyon88@smugmug.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,ACEH,KAB. ACEH BESAR,INDRAPURI,12345,SMAN 167,IPA,2023,SBMPTN,13,31,677,13,2022-07-10 00:00:00
SBMPTN20211198,3311120411870003,212351384,Lynnett Westgarth,Perempuan,2005-12-06 00:00:00,KAB. KEPULAUAN ANAMBAS,Konghucu,856-227-1087,lwestgarth89@go.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. PROBOLINGGO,TIRIS,12345,SMAN 180,IPA,2022,SBMPTN,28,17,714,28,2022-07-10 00:00:00
SBMPTN20211199,3311120411870003,212351385,Danella Fricker,Laki-Laki,2003-12-26 00:00:00,KAB. SERUYAN,Katolik,807-731-5642,dfricker8a@google.cn,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. PONOROGO,SUKOREJO,12345,SMAN 509,IPA,2021,SBMPTN,2,4,772,2,2022-07-10 00:00:00
SBMPTN20211200,3311120411870003,212351386,Vally Houlridge,Perempuan,2005-07-11 00:00:00,KAB. PROBOLINGGO,Konghucu,672-415-5493,vhoulridge8b@skype.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CAKUNG,12345,SMAN 106,IPA,2023,SBMPTN,31,16,716,31,2022-07-10 00:00:00
SBMPTN20211201,3311120411870003,212351387,Courtney Andriveaux,Perempuan,2004-12-09 00:00:00,KAB. REMBANG,Kristen,507-905-2185,candriveaux8c@jiathis.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. SUMENEP,GULUK-GULUK,12345,SMAN 283,IPA,2023,SBMPTN,8,33,612,,2022-07-10 00:00:00
SBMPTN20211202,3311120411870003,212351388,Christiane Buggs,Laki-Laki,2005-02-04 00:00:00,KAB. BOYOLALI,Katolik,718-867-1872,cbuggs8d@theglobeandmail.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN BARAT,KAB. SAMBAS,TEKARANG,12345,SMAN 30,IPA,2022,SBMPTN,12,12,683,12,2022-07-10 00:00:00
SBMPTN20211203,3311120411870003,212351389,Bobinette Postgate,Perempuan,2005-11-30 00:00:00,KAB. KOLAKA UTARA,Buddha,714-645-9059,bpostgate8e@reference.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,MALUKU UTARA,KAB. HALMAHERA SELATAN,GANE BARAT,12345,SMAN 122,IPA,2021,SBMPTN,8,17,504,8,2022-07-10 00:00:00
SBMPTN20211204,3311120411870003,212351390,Johannah Colkett,Laki-Laki,2004-03-06 00:00:00,KAB. BANJARNEGARA,Kristen,510-765-3272,jcolkett8f@purevolume.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,PAPUA,KAB. PANIAI,WEGEE BINO,12345,SMAN 98,IPA,2021,SBMPTN,12,15,545,12,2022-07-10 00:00:00
SBMPTN20211205,3311120411870003,212351391,Vasily Thaine,Laki-Laki,2004-12-16 00:00:00,KAB. MERANGIN,Buddha,925-262-0524,vthaine8g@instagram.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,BENGKULU,KAB. KAUR,MUARA SAHUNG,12345,SMAN 341,IPS,2023,SBMPTN,9,2,621,9,2022-07-10 00:00:00
SBMPTN20211206,3311120411870003,212351392,Tabbitha Soffe,Laki-Laki,2006-08-29 00:00:00,KAB. MERANGIN,Buddha,941-319-9917,tsoffe8h@economist.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SUKAMULIA,12345,SMAN 21,IPA,2023,SBMPTN,10,16,769,10,2022-07-10 00:00:00
SBMPTN20211207,3311120411870003,212351393,Marc Tremathick,Perempuan,2003-09-11 00:00:00,KAB. BUNGO,Kristen,162-744-1237,mtremathick8i@over-blog.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA BARAT,KAB. SUKABUMI,CICURUG,12345,SMAN 20,IPA,2022,SBMPTN,32,20,542,,2022-07-10 00:00:00
SBMPTN20211208,3311120411870003,212351394,Shanie Miebes,Laki-Laki,2006-05-24 00:00:00,KAB. SERAM BAGIAN TIMUR,Islam,866-815-7568,smiebes8j@bloglovin.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,GORONTALO,KOTA GORONTALO,SIPATANA,12345,SMAN 485,IPA,2022,SBMPTN,11,21,639,11,2022-07-10 00:00:00
SBMPTN20211209,3311120411870003,212351395,Gaylord Denziloe,Laki-Laki,2004-09-17 00:00:00,KOTA MANADO,Hindu,996-139-9623,gdenziloe8k@macromedia.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,RIAU,KAB. ROKAN HULU,RAMBAH HILIR,12345,SMAN 420,IPS,2022,SBMPTN,28,33,731,28,2022-07-10 00:00:00
SBMPTN20211210,3311120411870003,212351396,Benedikt Ainsworth,Perempuan,2005-12-25 00:00:00,KAB. PIDIE JAYA,Hindu,786-191-4331,bainsworth8l@japanpost.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,RIAU,KAB. INDRAGIRI HILIR,CONCONG,12345,SMAN 43,IPA,2021,SBMPTN,12,8,462,12,2022-07-10 00:00:00
SBMPTN20211211,3311120411870003,212351397,Maia Fransman,Perempuan,2004-03-26 00:00:00,KAB. PATI,Katolik,872-337-5324,mfransman8m@apple.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA BARAT,KAB. SUKABUMI,CIBITUNG,12345,SMAN 247,IPA,2023,SBMPTN,15,3,653,15,2022-07-10 00:00:00
SBMPTN20211212,3311120411870003,212351398,Sloan Gooms,Laki-Laki,2005-05-29 00:00:00,KAB. MUSI RAWAS,Islam,681-604-5211,sgooms8n@utexas.edu,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. BANJARNEGARA,PAGEDONGAN,12345,SMAN 503,IPA,2023,SBMPTN,24,22,711,24,2022-07-10 00:00:00
SBMPTN20211213,3311120411870003,212351399,Alanson Batterton,Laki-Laki,2005-08-22 00:00:00,KOTA BANDAR LAMPUNG,Buddha,858-836-4386,abatterton8o@wikia.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,PAPUA,KAB. MERAUKE,ANIMHA,12345,SMAN 222,IPA,2022,SBMPTN,32,16,784,32,2022-07-10 00:00:00
SBMPTN20211214,3311120411870003,212351400,Ted McFayden,Perempuan,2004-01-30 00:00:00,KOTA SERANG,Konghucu,849-322-4250,tmcfayden8p@archive.org,https://google.com,Jalan Nasional Nomor 1,Indonesia,PAPUA,KAB. YAHUKIMO,KWIKMA,12345,SMAN 86,IPA,2021,SBMPTN,26,1,658,26,2022-07-10 00:00:00
SBMPTN20211215,3311120411870003,212351401,Libbie Forker,Laki-Laki,2005-05-07 00:00:00,KAB. BOJONEGORO,Buddha,445-748-3458,lforker8q@scientificamerican.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,RIAU,KAB. KAMPAR,KUOK,12345,SMAN 449,IPA,2023,SBMPTN,9,25,773,9,2022-07-10 00:00:00
SBMPTN20211216,3311120411870003,212351402,Lenora Treasaden,Perempuan,2003-02-25 00:00:00,KAB. SUMBAWA,Katolik,493-749-4624,ltreasaden8r@amazonaws.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN BARAT,KAB. MELAWI,SAYAN,12345,SMAN 462,IPA,2023,SBMPTN,4,4,641,4,2022-07-10 00:00:00
SBMPTN20211217,3311120411870003,212351403,Huberto Favill,Perempuan,2004-03-14 00:00:00,KAB. MAMUJU,Katolik,259-745-8266,hfavill8s@sogou.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI SELATAN,KAB. GOWA,PARIGI,12345,SMAN 472,IPS,2021,SBMPTN,28,9,750,,2022-07-10 00:00:00
SBMPTN20211218,3311120411870003,212351404,Ian Roggieri,Perempuan,2006-01-01 00:00:00,KAB. SARMI,Buddha,575-924-0983,iroggieri8t@csmonitor.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,GORONTALO,KAB. PAHUWATO,RANDANGAN,12345,SMAN 196,IPA,2021,SBMPTN,24,7,670,24,2022-07-10 00:00:00
SBMPTN20211219,3311120411870003,212351405,Seymour Breadon,Perempuan,2003-06-16 00:00:00,KAB. MUSI RAWAS,Islam,380-345-7216,sbreadon8u@goo.ne.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,ACEH,KAB. ACEH TENGGARA,LAWE BULAN,12345,SMAN 434,IPA,2021,SBMPTN,7,5,457,7,2022-07-10 00:00:00
SBMPTN20211220,3311120411870003,212351406,Pooh Mayall,Perempuan,2006-11-16 00:00:00,KAB. TULANG BAWANG BARAT,Kristen,984-887-1859,pmayall8v@thetimes.co.uk,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA UTARA,KAB. TAPANULI TENGAH,SARUDIK,12345,SMAN 329,IPA,2022,SBMPTN,24,13,619,24,2022-07-10 00:00:00
SBMPTN20211221,3311120411870003,212351407,Carly Origan,Perempuan,2006-11-04 00:00:00,KAB. KEPULAUAN ARU,Kristen,205-982-2240,corigan8w@wix.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN UTARA,KAB. BULUNGAN,SEKATAK,12345,SMAN 289,IPS,2021,SBMPTN,8,1,771,8,2022-07-10 00:00:00
SBMPTN20211222,3311120411870003,212351408,Sherry Ongin,Laki-Laki,2004-06-05 00:00:00,KAB. ADM. KEP. SERIBU,Hindu,573-369-5951,songin8x@google.es,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAMBI,KAB. KERINCI,AIR HANGAT,12345,SMAN 387,IPA,2022,SBMPTN,4,16,476,,2022-07-10 00:00:00
SBMPTN20211223,3311120411870003,212351409,Shea Leeds,Laki-Laki,2006-06-05 00:00:00,KAB. CIREBON,Kristen,725-675-6074,sleeds8y@sun.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA BARAT,KAB. CIREBON,DEPOK,12345,SMAN 363,BAHASA,2023,SBMPTN,32,26,799,32,2022-07-10 00:00:00
SBMPTN20211224,3311120411870003,212351410,Tony Moysey,Laki-Laki,2003-07-16 00:00:00,KAB. GIANYAR,Hindu,186-902-2761,tmoysey8z@rediff.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. SUKOHARJO,WERU,12345,SMAN 356,IPS,2023,SBMPTN,15,25,600,15,2022-07-10 00:00:00
SBMPTN20211225,3311120411870003,212351411,Northrop Spiby,Perempuan,2006-03-21 00:00:00,KAB. OGAN KOMERING ULU SELATAN,Hindu,802-496-9014,nspiby90@aboutads.info,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN SELATAN,KAB. TANAH LAUT,JORONG,12345,SMAN 491,IPA,2021,SBMPTN,28,1,691,,2022-07-10 00:00:00
SBMPTN20211226,3311120411870003,212351412,Gaultiero Abad,Perempuan,2004-08-14 00:00:00,KAB. BANGGAI,Konghucu,187-438-9428,gabad91@goo.ne.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. BOJONEGORO,TEMAYANG,12345,SMAN 487,IPA,2022,SBMPTN,17,30,495,,2022-07-10 00:00:00
SBMPTN20211227,3311120411870003,212351413,Courtney Katte,Perempuan,2005-05-07 00:00:00,KAB. NABIRE,Konghucu,339-417-5540,ckatte92@kickstarter.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN TENGAH,KAB. KAPUAS,SELAT,12345,SMAN 449,IPA,2022,SBMPTN,6,26,496,,2022-07-10 00:00:00
SBMPTN20211228,3311120411870003,212351414,Morgan MacLleese,Perempuan,2004-09-25 00:00:00,KAB. PULAU TALIABU,Islam,715-135-2759,mmaclleese93@wordpress.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. BOJONEGORO,NGRAHO,12345,SMAN 291,IPA,2023,SBMPTN,33,13,723,33,2022-07-10 00:00:00
SBMPTN20211229,3311120411870003,212351415,Emmi Tonks,Perempuan,2006-12-26 00:00:00,KAB. MUNA,Hindu,489-396-5841,etonks94@ow.ly,https://google.com,Jalan Nasional Nomor 1,Indonesia,LAMPUNG,KAB. TANGGAMUS,SEMAKA,12345,SMAN 307,IPA,2021,SBMPTN,30,27,658,30,2022-07-10 00:00:00
SBMPTN20211230,3311120411870003,212351416,Sorcha McPaike,Laki-Laki,2003-08-25 00:00:00,KOTA PAGAR ALAM,Katolik,938-893-3540,smcpaike95@springer.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN BARAT,KOTA PONTIANAK,PONTIANAK KOTA,12345,SMAN 247,IPA,2022,SBMPTN,27,16,641,27,2022-07-10 00:00:00
SBMPTN20211231,3311120411870003,212351417,Thorndike Laying,Perempuan,2005-12-01 00:00:00,KOTA PASURUAN,Kristen,349-722-9147,tlaying96@bbb.org,https://google.com,Jalan Nasional Nomor 1,Indonesia,BANTEN,KOTA TANGERANG,CIPONDOH,12345,SMAN 484,IPA,2021,SBMPTN,2,30,542,2,2022-07-10 00:00:00
SBMPTN20211232,3311120411870003,212351418,Reginauld Pennock,Perempuan,2005-12-25 00:00:00,KAB. MINAHASA TENGGARA,Kristen,337-775-0140,rpennock97@163.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. PEMALANG,WATUKUMPUL,12345,SMAN 61,IPA,2022,SBMPTN,18,26,582,18,2022-07-10 00:00:00
SBMPTN20211233,3311120411870003,212351419,Gerti Casarini,Laki-Laki,2004-03-21 00:00:00,KAB. SEMARANG,Hindu,533-717-0369,gcasarini98@prweb.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,PADANGSIDIMPUAN UTARA,12345,SMAN 505,IPS,2022,SBMPTN,4,22,561,4,2022-07-10 00:00:00
SBMPTN20211234,3311120411870003,212351420,Nahum Battershall,Perempuan,2003-08-28 00:00:00,KAB. WAJO,Hindu,137-196-8211,nbattershall99@ask.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI SELATAN,KAB. PINRANG,PALETEANG,12345,SMAN 166,IPA,2021,SBMPTN,11,23,713,11,2022-07-10 00:00:00
SBMPTN20211235,3311120411870003,212351421,Sandie Gindghill,Laki-Laki,2005-01-28 00:00:00,KOTA TERNATE,Hindu,988-805-1659,sgindghill9a@nytimes.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. BANGKALAN,TRAGAH,12345,SMAN 366,IPA,2021,SBMPTN,7,33,556,,2022-07-10 00:00:00
SBMPTN20211236,3311120411870003,212351422,Nike Chipperfield,Perempuan,2004-03-13 00:00:00,KAB. MOROWALI UTARA,Katolik,522-389-7833,nchipperfield9b@aboutads.info,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. BANGKALAN,KOKOP,12345,SMAN 438,IPA,2023,SBMPTN,8,2,760,8,2022-07-10 00:00:00
SBMPTN20211237,3311120411870003,212351423,Elsworth Lardier,Perempuan,2003-01-20 00:00:00,KAB. KOLAKA UTARA,Islam,908-666-5550,elardier9c@google.it,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA BARAT,KAB. PASAMAN,LUBUK SIKAPING,12345,SMAN 240,IPA,2021,SBMPTN,9,3,539,,2022-07-10 00:00:00
SBMPTN20211238,3311120411870003,212351424,Puff Cornil,Laki-Laki,2003-09-04 00:00:00,KAB. SABU RAIJUA,Katolik,484-857-9374,pcornil9d@google.pl,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA UTARA,KAB. PADANG LAWAS,BARUMUN SELATAN,12345,SMAN 365,BAHASA,2021,SBMPTN,4,3,623,4,2022-07-10 00:00:00
SBMPTN20211239,3311120411870003,212351425,Madonna Dillamore,Perempuan,2004-10-02 00:00:00,KOTA BANDAR LAMPUNG,Hindu,375-957-8525,mdillamore9e@ning.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,MALUKU UTARA,KAB. HALMAHERA SELATAN,KAYOA UTARA,12345,SMAN 77,IPA,2021,SBMPTN,5,21,489,5,2022-07-10 00:00:00
SBMPTN20211240,3311120411870003,212351426,Arty Le Quesne,Laki-Laki,2003-01-24 00:00:00,KAB. MERANGIN,Buddha,594-354-6352,ale9f@statcounter.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,GAMPING,12345,SMAN 439,IPA,2021,SBMPTN,26,19,674,,2022-07-10 00:00:00
SBMPTN20211241,3311120411870003,212351427,Dulce Doogue,Perempuan,2004-07-17 00:00:00,KAB. PUNCAK,Islam,929-345-2733,ddoogue9g@yelp.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA SELATAN,KAB. BANYUASIN,RAMBUTAN,12345,SMAN 378,IPS,2021,SBMPTN,6,6,800,,2022-07-10 00:00:00
SBMPTN20211242,3311120411870003,212351428,James Curuclis,Laki-Laki,2004-04-10 00:00:00,KAB. TUBAN,Kristen,425-798-3664,jcuruclis9h@spotify.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,MALUKU,KAB. MALUKU BARAT DAYA,WETAR,12345,SMAN 305,IPA,2022,SBMPTN,9,33,714,9,2022-07-10 00:00:00
SBMPTN20211243,3311120411870003,212351429,Catarina Such,Laki-Laki,2006-06-07 00:00:00,KAB. MAPPI,Konghucu,610-100-0340,csuch9i@umich.edu,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA SELATAN,KAB. OGAN KOMERING ILIR,SUNGAI MENANG,12345,SMAN 379,IPA,2021,SBMPTN,27,3,703,27,2022-07-10 00:00:00
SBMPTN20211244,3311120411870003,212351430,Nicolis Sinkinson,Perempuan,2004-04-17 00:00:00,KAB. BONE,Kristen,417-256-7847,nsinkinson9j@wired.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. KENDAL,WELERI,12345,SMAN 495,IPS,2022,SBMPTN,14,16,761,14,2022-07-10 00:00:00
SBMPTN20211245,3311120411870003,212351431,Arlene Frensch,Perempuan,2006-12-10 00:00:00,KAB. TAPANULI SELATAN,Islam,303-604-3696,afrensch9k@tiny.cc,https://google.com,Jalan Nasional Nomor 1,Indonesia,ACEH,KOTA BANDA ACEH,KUTA ALAM,12345,SMAN 268,IPS,2021,SBMPTN,17,1,537,17,2022-07-10 00:00:00
SBMPTN20211246,3311120411870003,212351432,Jordanna Jesse,Perempuan,2003-05-06 00:00:00,KAB. BOALEMO,Islam,284-532-5478,jjesse9l@ocn.ne.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI UTARA,KAB. MINAHASA TENGGARA,PUSOMAEN,12345,SMAN 190,IPA,2022,SBMPTN,15,13,660,15,2022-07-10 00:00:00
SBMPTN20211247,3311120411870003,212351433,Fleur Barff,Perempuan,2004-07-10 00:00:00,KAB. TOBA SAMOSIR,Islam,382-756-9312,fbarff9m@theatlantic.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,WAWONII TIMUR,12345,SMAN 83,IPS,2023,SBMPTN,11,11,460,11,2022-07-10 00:00:00
SBMPTN20211248,3311120411870003,212351434,Gavra Mabbot,Laki-Laki,2004-08-06 00:00:00,KOTA CIREBON,Islam,680-739-6283,gmabbot9n@about.me,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI TENGAH,KAB. DONGGALA,BANAWA TENGAH,12345,SMAN 295,IPA,2023,SBMPTN,9,8,681,,2022-07-10 00:00:00
SBMPTN20211249,3311120411870003,212351435,Nelson Rosina,Laki-Laki,2006-03-22 00:00:00,KAB. BANYUASIN,Buddha,544-446-7482,nrosina9o@ovh.net,https://google.com,Jalan Nasional Nomor 1,Indonesia,BANTEN,KOTA TANGERANG SELATAN,SETU,12345,SMAN 246,IPA,2022,SBMPTN,17,3,676,17,2022-07-10 00:00:00
SBMPTN20211250,3311120411870003,212351436,Kaylee Ginni,Perempuan,2003-09-14 00:00:00,KOTA SAMARINDA,Katolik,493-198-5035,kginni9p@google.cn,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA TIMUR,KAB. ENDE,NDORI,12345,SMAN 249,IPA,2021,SBMPTN,13,16,683,13,2022-07-10 00:00:00
SBMPTN20211251,3311120411870003,212351437,Sheff Penwright,Laki-Laki,2006-03-18 00:00:00,KAB. OGAN KOMERING ULU TIMUR,Katolik,108-398-1366,spenwright9q@google.ru,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI UTARA,KAB. MINAHASA UTARA,LIKUPANG TIMUR,12345,SMAN 312,IPS,2023,SBMPTN,30,20,668,30,2022-07-10 00:00:00
