ID	Name	MajorID	AdmissionID	PartnerID	SchoolID	ModifiedDate
MANDIRI20230988	Deeann McCallum	32	2		181	2023-07-10
MANDIRI20230989	Gwenette Bignall	15	2		403	2023-07-10
MANDIRI20230991	Leicester Cobley	26	2		444	2023-07-10
MANDIRI20230992	Agna Sheppard	18	3		315	2023-07-10
MANDIRI20230994	Stearn Ferbrache	25	2		400	2023-07-10
MANDIRI20230995	Carver Filipczak	27	2		242	2023-07-10
MANDIRI20230996	Kellyann Buckney	27	4		257	2023-07-10
MANDIRI20230997	Melisenda Merali	26	2		409	2023-07-10
MANDIRI20230998	Meade Bartelet	19	2		92	2023-07-10
MANDIRI20230999	Dayna Bagby	34	2		223	2023-07-10
MANDIRI20231000	Angeline Pochin	32	3		196	2023-07-10
MANDIRI20231001	Christan Liven	27	2		73	2023-07-10
MANDIRI20231002	Pen Stockport	1	1	57	215	2023-07-10
MANDIRI20231003	Natividad McGowan	26	2		296	2023-07-10
MANDIRI20231004	Nada Luke	5	1	1	291	2023-07-10
MANDIRI20231005	Cherrita Tixall	1	2		153	2023-07-10
MANDIRI20231007	Kerstin Yousef	23	2		320	2023-07-10
MANDIRI20231008	Kesley Andrzejak	13	4		207	2023-07-10
MANDIRI20231010	Jermaine Humby	28	2		439	2023-07-10
MANDIRI20231011	Cale Tasker	6	2		323	2023-07-10
MANDIRI20231012	Benn Dacke	19	3		338	2023-07-10
MANDIRI20231013	Marcelle Tollet	7	2		240	2023-07-10
MANDIRI20231015	Earlie Hedgeley	9	2		265	2023-07-10
MANDIRI20231017	Ganny Ceccoli	20	2		302	2023-07-10
MANDIRI20231018	Ralf Hamley	29	2		276	2023-07-10
MANDIRI20231020	Drucy Eddison	6	2		477	2023-07-10
MANDIRI20231021	Welby Jelfs	12	2		327	2023-07-10
MANDIRI20231023	Sasha Lambshine	4	4		63	2023-07-10
MANDIRI20231025	Gavra Klimp	24	4		110	2023-07-10
MANDIRI20231026	Blondelle Ethelstone	24	2		375	2023-07-10
MANDIRI20231027	Rowen Giraudy	18	2		411	2023-07-10
MANDIRI20231028	Arel Bromfield	11	2		63	2023-07-10
MANDIRI20231029	Doralia Rossiter	26	2		126	2023-07-10
MANDIRI20231030	Dedie Penrose	25	2		220	2023-07-10
MANDIRI20231031	Wynnie Farmer	5	2		445	2023-07-10
MANDIRI20231032	Sabrina Brosel	31	3		72	2023-07-10
MANDIRI20231033	Roddie Bagguley	32	4		443	2023-07-10
MANDIRI20231034	Philly Tankin	10	2		228	2023-07-10
MANDIRI20231036	Hallsy Gawthorp	35	2		508	2023-07-10
MANDIRI20231037	Warden Pendergast	22	3		410	2023-07-10
MANDIRI20231038	Brittaney Von Gladbach	18	2		167	2023-07-10
MANDIRI20231040	Faith Challes	32	2		106	2023-07-10
MANDIRI20231041	Kiley MacCallum	13	2		401	2023-07-10
MANDIRI20231042	Umberto Minett	11	2		412	2023-07-10
MANDIRI20231043	Josephina Bowery	1	1	45	404	2023-07-10
MANDIRI20231044	Des Robbey	32	4		434	2023-07-10
MANDIRI20231045	Paxton McCluney	14	1	3	63	2023-07-10
MANDIRI20231046	Boigie Linke	10	2		356	2023-07-10
MANDIRI20231047	Faunie Ferrolli	27	1	51	130	2023-07-10
MANDIRI20231049	Tiffani McGorman	13	2		450	2023-07-10
MANDIRI20231050	Amelita Corgenvin	7	3		505	2023-07-10
MANDIRI20231051	Marcelline Neil	10	2		142	2023-07-10
MANDIRI20231052	Maddi Buckley	26	2		421	2023-07-10
MANDIRI20231053	Cherilynn Seckington	23	2		245	2023-07-10
MANDIRI20231054	Lonnard Guiduzzi	3	2		288	2023-07-10
MANDIRI20231055	Fonz Menendes	18	1	50	281	2023-07-10
MANDIRI20231056	Roxanna Oxlee	35	2		449	2023-07-10
MANDIRI20231057	Trixy Nanuccioi	23	2		370	2023-07-10
MANDIRI20231058	Heather Gillingham	34	2		136	2023-07-10
MANDIRI20231059	Ginevra Kynnd	20	3		136	2023-07-10
MANDIRI20231060	Kelila Charrington	27	2		266	2023-07-10
MANDIRI20231061	Boyd Bazelle	26	2		168	2023-07-10
MANDIRI20231062	Broderic Ruecastle	27	4		302	2023-07-10
MANDIRI20231065	Abby Beelby	23	2		46	2023-07-10
MANDIRI20231066	Casey Ceaplen	24	2		417	2023-07-10
MANDIRI20231067	Kerri Toomey	5	2		474	2023-07-10
MANDIRI20231068	Saunderson McAneny	1	1	43	86	2023-07-10
MANDIRI20231071	Janis Biffen	21	2		464	2023-07-10
MANDIRI20231072	Edlin Bauldry	29	2		293	2023-07-10
MANDIRI20231073	Linn Flaunier	25	2		356	2023-07-10
MANDIRI20231074	Norean Inmett	20	4		110	2023-07-10
MANDIRI20231075	Allyn Mickleborough	4	2		338	2023-07-10
MANDIRI20231076	Norean Reardon	11	1	52	244	2023-07-10
MANDIRI20231078	Tandi Glasgow	22	2		200	2023-07-10
MANDIRI20231079	Claudia Liggins	21	2		181	2023-07-10
MANDIRI20231080	Vania Rape	29	2		240	2023-07-10
MANDIRI20231081	Elsinore Edgett	2	4		20	2023-07-10
MANDIRI20231082	Codi Willeson	35	2		493	2023-07-10
MANDIRI20231083	Wallie Duignan	20	2		327	2023-07-10
MANDIRI20231087	Timmy Thorns	14	1	7	472	2023-07-10
MANDIRI20231088	Rossy Walczak	6	2		220	2023-07-10
MANDIRI20231089	Laurens Streight	26	3		303	2023-07-10
MANDIRI20231090	Lanita Nulty	35	2		151	2023-07-10
MANDIRI20231093	Kristal Caberas	29	2		62	2023-07-10
MANDIRI20231094	Bev Giocannoni	2	3		338	2023-07-10
MANDIRI20231095	Terry Proudler	32	2		423	2023-07-10
MANDIRI20231097	Roxanne McGiveen	15	2		336	2023-07-10
MANDIRI20231098	Rodolfo Vasenin	21	2		100	2023-07-10
MANDIRI20231099	Joyous Eagland	4	3		447	2023-07-10
MANDIRI20231100	Colet Adlard	7	2		42	2023-07-10
MANDIRI20231101	Will Hallatt	34	2		75	2023-07-10
MANDIRI20231102	Sal Digwood	31	4		398	2023-07-10
MANDIRI20231103	Manon Lismore	21	4		192	2023-07-10
MANDIRI20231104	Barnabe Mattersey	28	2		225	2023-07-10
MANDIRI20231105	Gwendolen Dunseith	7	2		345	2023-07-10
MANDIRI20231106	Devonne Longhorn	29	2		205	2023-07-10
MANDIRI20231108	Kimberlyn Vaune	21	4		164	2023-07-10
MANDIRI20231109	Dionisio Coverley	16	2		170	2023-07-10
MANDIRI20231110	Elihu Sywell	31	2		42	2023-07-10
MANDIRI20231111	Mahmoud O'Rourke	27	2		78	2023-07-10
MANDIRI20231112	Aldric Jenkerson	17	2		22	2023-07-10
MANDIRI20231114	Donny Hearsum	14	2		355	2023-07-10
MANDIRI20231115	Ches Bangs	19	4		432	2023-07-10
MANDIRI20231116	Ernst Yushin	18	4		306	2023-07-10
MANDIRI20231117	Caren Storms	21	2		333	2023-07-10
MANDIRI20231118	Odelia Connechy	9	2		269	2023-07-10
MANDIRI20231119	Yardley Himpson	7	2		279	2023-07-10
MANDIRI20231120	Stoddard Enns	5	3		62	2023-07-10
MANDIRI20231121	Herta Downton	23	4		111	2023-07-10
MANDIRI20231122	Law Tonks	6	2		476	2023-07-10
MANDIRI20231125	Joey Hillitt	17	2		288	2023-07-10
MANDIRI20231127	Binky Coldicott	35	1	57	115	2023-07-10
MANDIRI20231128	Rollo Knewstubb	33	3		459	2023-07-10
MANDIRI20231129	Amara Cansfield	12	4		416	2023-07-10
MANDIRI20231130	Kath MacLaren	11	2		248	2023-07-10
MANDIRI20231131	Haywood Melluish	26	4		385	2023-07-10
MANDIRI20231132	Regine Vasilechko	14	2		70	2023-07-10
MANDIRI20231134	Rutter McGeorge	9	2		8	2023-07-10
MANDIRI20231135	Valeda Ivanishin	27	4		235	2023-07-10
MANDIRI20231136	Ainslee McFayden	12	4		230	2023-07-10
MANDIRI20231137	Willis Sand	27	2		102	2023-07-10
MANDIRI20231138	Kira Gorce	35	4		42	2023-07-10
MANDIRI20231139	Mohandas Cousans	1	4		153	2023-07-10
MANDIRI20231140	Janis Sallans	21	2		446	2023-07-10
MANDIRI20231141	Ronnie Bradnocke	21	2		283	2023-07-10
MANDIRI20231144	Denys Bestiman	1	2		425	2023-07-10
MANDIRI20231145	Lemar Cockayne	33	2		381	2023-07-10
MANDIRI20231147	Hadleigh Nardrup	2	2		296	2023-07-10
MANDIRI20231148	Barth Priddie	35	2		390	2023-07-10
MANDIRI20231149	Claudie Duddan	18	2		58	2023-07-10
MANDIRI20231151	Nelly Cocke	5	3		179	2023-07-10
MANDIRI20231152	John Plet	16	2		245	2023-07-10
MANDIRI20231153	Osborn Kroll	14	2		242	2023-07-10
MANDIRI20231154	Hazel Winny	11	2		375	2023-07-10
MANDIRI20231155	Starlene Aspey	34	3		66	2023-07-10
MANDIRI20231156	Briney Philcock	30	1	66	115	2023-07-10
MANDIRI20231157	Win Buie	21	2		327	2023-07-10
MANDIRI20231158	Thor Hannigan	13	2		32	2023-07-10
MANDIRI20231160	Tiebout Gabler	29	2		250	2023-07-10
MANDIRI20231161	Dulcea Matsell	2	2		63	2023-07-10
MANDIRI20231162	Domeniga Aim	10	2		429	2023-07-10
MANDIRI20231164	Haley Kenworth	23	1	61	27	2023-07-10
MANDIRI20231165	Ericka Bamb	18	1	57	100	2023-07-10
MANDIRI20231166	Yolane Harcarse	10	2		278	2023-07-10
MANDIRI20231167	Esther Creak	1	1	32	423	2023-07-10
MANDIRI20231168	Templeton Farfoot	1	2		127	2023-07-10
MANDIRI20231169	Sianna Abrahams	7	3		503	2023-07-10
MANDIRI20231170	Hyacinth Kenway	2	2		152	2023-07-10
MANDIRI20231171	Kermie Wilcinskis	1	1	3	193	2023-07-10
MANDIRI20231172	Keefe Levin	12	1	51	20	2023-07-10
MANDIRI20231173	Morey Davison	1	1	66	495	2023-07-10
MANDIRI20231174	Erik Benadette	15	2		224	2023-07-10
MANDIRI20231175	Hyacinthia Marsham	9	4		10	2023-07-10
MANDIRI20231176	Mindy Glassopp	22	1	53	219	2023-07-10
MANDIRI20231179	Coralie Bentham3	23	3		346	2023-07-10
MANDIRI20231180	Fifi Edgett	6	2		305	2023-07-10
MANDIRI20231181	Lazarus Beecraft	7	3		461	2023-07-10
MANDIRI20231182	Kirstin Westcott	23	2		214	2023-07-10
MANDIRI20231183	Kylynn Ingon	8	2		122	2023-07-10
MANDIRI20231184	Nydia Antuk	31	4		205	2023-07-10
MANDIRI20231185	Marta Spaldin	8	2		255	2023-07-10
MANDIRI20231186	Luce Geertz	32	2		118	2023-07-10
MANDIRI20231187	Mariana Deaville	21	4		415	2023-07-10
MANDIRI20231188	Dewey Mulles	12	2		47	2023-07-10
MANDIRI20231189	Dolley Halladey	10	4		449	2023-07-10
MANDIRI20231190	Cynthie Verman	23	2		328	2023-07-10
MANDIRI20231192	Marita Artis	7	4		281	2023-07-10
MANDIRI20231193	Lydia Alastair	26	3		297	2023-07-10
MANDIRI20231194	Hurlee Curtain	21	2		5	2023-07-10
MANDIRI20231195	Elna Fidoe	14	3		70	2023-07-10
MANDIRI20231196	Misty Cressor	22	3		10	2023-07-10
MANDIRI20231197	Corbin Wrates	17	2		189	2023-07-10
MANDIRI20231198	Murry Orthmann	26	4		416	2023-07-10
MANDIRI20231200	Brandais Spinley	2	2		20	2023-07-10
MANDIRI20231201	Siobhan Goundrill	35	4		187	2023-07-10
MANDIRI20231202	Somerset Capper	18	4		258	2023-07-10
MANDIRI20231203	Dyane Lambertazzi	9	2		419	2023-07-10
MANDIRI20231205	Celestina Sich	31	2		474	2023-07-10
MANDIRI20231206	Haydon Wistance	14	4		489	2023-07-10
MANDIRI20231207	Selma Crowley	18	4		494	2023-07-10
MANDIRI20231208	Tadd Ilbert	22	4		11	2023-07-10
MANDIRI20231209	Willi Farry	14	2		287	2023-07-10
MANDIRI20231210	Lillis Dog	1	2		328	2023-07-10
MANDIRI20231211	Molly Dodswell	15	2		291	2023-07-10
MANDIRI20231212	Lorenza Swepson	13	2		108	2023-07-10
MANDIRI20231213	Lem Di Claudio	19	2		4	2023-07-10
MANDIRI20231214	Jo-anne Frowing	3	2		399	2023-07-10
MANDIRI20231215	Berna Salandino	4	2		362	2023-07-10
MANDIRI20231216	Zenia Hassewell	2	1	65	174	2023-07-10
MANDIRI20231217	Elsy Slamaker	23	3		398	2023-07-10
MANDIRI20231218	Gregoor Janik	27	2		344	2023-07-10
MANDIRI20231219	Crista Turk	16	2		396	2023-07-10
MANDIRI20231220	Wallis Driffe	18	2		43	2023-07-10
MANDIRI20231221	Evvie Rojas	31	2		22	2023-07-10
MANDIRI20231223	Shayne Craigie	33	4		117	2023-07-10
MANDIRI20231224	Marci Wardley	2	2		100	2023-07-10
MANDIRI20231225	Tad Rapinett	1	2		495	2023-07-10
MANDIRI20231226	Tanya Yokel	13	1	46	479	2023-07-10
MANDIRI20231227	Cordell Lambourn	20	2		93	2023-07-10
MANDIRI20231228	Abram MacKinnon	2	4		43	2023-07-10
MANDIRI20231229	Janella Catmull	31	1	53	327	2023-07-10
MANDIRI20231230	Herold Gawkroge	23	2		414	2023-07-10
MANDIRI20231231	Eli Ghidelli	23	2		227	2023-07-10
MANDIRI20231232	Eartha Leadley	16	2		195	2023-07-10
MANDIRI20231233	Elysia Wiggin	12	3		23	2023-07-10
MANDIRI20231234	Milty Fergusson	24	2		502	2023-07-10
MANDIRI20231235	Carly Perkis	31	2		361	2023-07-10
MANDIRI20231236	Julianna Danniel	24	2		25	2023-07-10
MANDIRI20231237	Dede Dufty	30	2		182	2023-07-10
MANDIRI20231238	Dorene Frazer	18	1	45	249	2023-07-10
MANDIRI20231240	Orran Comiam	33	4		507	2023-07-10
MANDIRI20231241	Carmine Snazle	31	2		357	2023-07-10
MANDIRI20231243	Tucky Deetch	31	4		505	2023-07-10
MANDIRI20231244	Ally Snedden	8	3		259	2023-07-10
MANDIRI20231245	Friedrick Halloway	29	2		288	2023-07-10
MANDIRI20231246	Bradly Percy	11	3		175	2023-07-10
MANDIRI20231247	Hyacintha Dysert	1	2		351	2023-07-10
MANDIRI20231248	Denys Guinery	23	4		373	2023-07-10
MANDIRI20231249	Aldous Seakes	6	2		224	2023-07-10
MANDIRI20231251	Nichols Olwen	23	1	12	424	2023-07-10
MANDIRI20231252	Seka Whiscard	9	2		379	2023-07-10
MANDIRI20231254	Alvina Misk	14	3		349	2023-07-10
MANDIRI20231256	Lucy Dudman	10	2		139	2023-07-10
MANDIRI20231257	Brigitte Huckel	27	1	29	246	2023-07-10
MANDIRI20231258	Byrle Toll	7	2		257	2023-07-10
MANDIRI20231259	Marcos Drake	16	2		325	2023-07-10
MANDIRI20231260	Andria Dedam	1	2		413	2023-07-10
MANDIRI20231261	Keefe Aldie	2	4		24	2023-07-10
MANDIRI20231262	Osbourn Marwick	29	4		392	2023-07-10
MANDIRI20231263	Heida Tokell	32	2		176	2023-07-10
MANDIRI20231264	Emmi Ahern	27	2		123	2023-07-10
MANDIRI20231266	Janeta Robyns	8	4		223	2023-07-10
MANDIRI20231267	Aymer Rau	34	3		198	2023-07-10
MANDIRI20231268	Saundra McWhin	24	2		372	2023-07-10
MANDIRI20231271	Karole Eckh	16	2		389	2023-07-10
MANDIRI20231273	Melessa Craighill	28	4		327	2023-07-10
MANDIRI20231274	Clemens Walker	3	2		501	2023-07-10
MANDIRI20231275	Maude Scruton	31	2		463	2023-07-10
MANDIRI20231276	Sherri Passman	1	2		214	2023-07-10
MANDIRI20231277	Rana Daily	21	1	54	345	2023-07-10
MANDIRI20231279	Tamara Pyne	21	2		339	2023-07-10
MANDIRI20231280	Sander Ceaser	35	2		329	2023-07-10
MANDIRI20231281	Eugenie MacGarrity	12	1	5	421	2023-07-10
MANDIRI20231283	Benjamin Ingreda	4	3		175	2023-07-10
MANDIRI20231284	Augustina Pourveer	10	2		42	2023-07-10
MANDIRI20231285	Gertrude Paternoster	7	2		266	2023-07-10
MANDIRI20231286	Idaline Sappy	8	2		118	2023-07-10
MANDIRI20231287	Danyelle Baskett	29	4		423	2023-07-10
MANDIRI20231289	Olvan Doorbar	4	1	23	322	2023-07-10
MANDIRI20231290	Allistir Barkworth	17	2		341	2023-07-10
MANDIRI20231291	Ives Speak	19	2		109	2023-07-10
MANDIRI20231292	Rusty Greveson	18	4		68	2023-07-10
MANDIRI20231293	Faustine Ovitts	33	4		39	2023-07-10
MANDIRI20231294	Jewelle McGaw	7	2		70	2023-07-10
MANDIRI20231295	Abbey Aynscombe	29	4		16	2023-07-10
MANDIRI20231297	Giffy O'Scollain	27	4		300	2023-07-10
MANDIRI20231299	Jasmina Moakler	12	4		193	2023-07-10
MANDIRI20231302	Ivett Scholl	25	3		186	2023-07-10
MANDIRI20231303	Bevvy Acarson	10	2		402	2023-07-10
MANDIRI20231304	Shirlee Loxley	12	2		465	2023-07-10
MANDIRI20231305	Jacquenetta Bottoner	35	1	51	446	2023-07-10
MANDIRI20231306	Ade Ivchenko	32	2		180	2023-07-10
MANDIRI20231307	Anne Possel	19	2		386	2023-07-10
MANDIRI20231308	Eirena Ledrane	35	2		233	2023-07-10
MANDIRI20231309	Micky Breens	17	3		317	2023-07-10
MANDIRI20231311	Barrett Hazeldine	31	1	10	13	2023-07-10
MANDIRI20231312	Bernard Conisbee	13	2		384	2023-07-10
MANDIRI20231313	Ly Casacchia	21	2		140	2023-07-10
MANDIRI20231314	Guy Doody	11	2		339	2023-07-10
MANDIRI20231316	Louisa O'dell	12	2		504	2023-07-10
MANDIRI20231317	Richard Gergher	17	2		273	2023-07-10
MANDIRI20231319	Mil Tracey	25	2		301	2023-07-10
MANDIRI20231320	Carissa Auchterlonie	13	2		424	2023-07-10
MANDIRI20231323	Goldarina Soane	20	2		343	2023-07-10
MANDIRI20231324	Silvana Erratt	27	2		295	2023-07-10
MANDIRI20231326	Jabez Lorand	10	3		425	2023-07-10
MANDIRI20231327	Brod De Gregorio	30	2		66	2023-07-10
MANDIRI20231328	Sibeal Brosenius	3	2		251	2023-07-10
MANDIRI20231329	Roxane Reeday	15	2		84	2023-07-10
MANDIRI20231331	Carmita Chisolm	18	3		246	2023-07-10
MANDIRI20231332	Ange Miche	33	2		458	2023-07-10
MANDIRI20231335	Oswald Gobbet	12	2		392	2023-07-10
MANDIRI20231336	Ollie Paine	24	2		302	2023-07-10
MANDIRI20231338	Nessy Dominy	26	2		407	2023-07-10
MANDIRI20231340	Sylvan MacCoughan	34	2		239	2023-07-10
MANDIRI20231341	Buddie Gudge	9	2		122	2023-07-10
MANDIRI20231344	Lavina Shane	14	1	23	240	2023-07-10
MANDIRI20231345	Joete Mabbs	6	4		118	2023-07-10
MANDIRI20231346	Jacynth Castangia	11	4		19	2023-07-10
MANDIRI20231347	Jasmina Hesbrook	6	1	25	169	2023-07-10
MANDIRI20231349	Kalie Smurthwaite	22	3		37	2023-07-10
MANDIRI20231350	Marga Cockton	26	2		65	2023-07-10
MANDIRI20231352	Alleyn Bengtsson	12	2		113	2023-07-10
MANDIRI20231353	Theda Jewise	17	2		125	2023-07-10
MANDIRI20231354	Misti Coulson	26	2		493	2023-07-10
MANDIRI20231356	Eben Shermar	23	2		296	2023-07-10
MANDIRI20231357	Fredelia Wemm	27	4		485	2023-07-10
MANDIRI20231359	Tristam Allnatt	23	2		274	2023-07-10
MANDIRI20231360	Ediva Ibberson	18	4		425	2023-07-10
MANDIRI20231361	Conant Bruckent	20	2		307	2023-07-10
MANDIRI20231362	Anneliese Laneham	20	4		386	2023-07-10
MANDIRI20231364	Ambrose Rilton	19	3		74	2023-07-10
MANDIRI20231365	Dinah Sattin	31	2		218	2023-07-10
MANDIRI20231367	Sharline Sage	31	2		53	2023-07-10
MANDIRI20231368	Kelsi Venning	23	3		37	2023-07-10
MANDIRI20231369	Consolata Mufford	5	2		185	2023-07-10
MANDIRI20231370	Tamas Twohig	9	2		314	2023-07-10
MANDIRI20231371	Sven Tatchell	5	4		77	2023-07-10
MANDIRI20231372	Myrilla Lesper	16	3		337	2023-07-10
MANDIRI20231373	Merrel Gurko	22	2		304	2023-07-10
MANDIRI20231374	Ira Eat	15	4		143	2023-07-10
MANDIRI20231375	Robinson Pach	4	2		461	2023-07-10
MANDIRI20231376	Tris Tall	17	4		206	2023-07-10
MANDIRI20231377	Christabella Kohnert	34	4		258	2023-07-10
MANDIRI20231378	Hubey Heims	7	2		119	2023-07-10
MANDIRI20231379	Robinet Buff	34	4		95	2023-07-10
MANDIRI20231381	Constantine Clapston	13	3		320	2023-07-10
MANDIRI20231382	Quillan Curton	7	4		285	2023-07-10
MANDIRI20231383	Karlene Coye	18	2		183	2023-07-10
MANDIRI20231384	Winny Demonge	26	2		51	2023-07-10
MANDIRI20231385	Louisa O'Logan	35	3		264	2023-07-10
MANDIRI20231386	Mala Straw	15	4		171	2023-07-10
MANDIRI20231387	Dyanne Stubbington	27	2		493	2023-07-10
MANDIRI20231388	Kimberli Percifer	3	2		90	2023-07-10
MANDIRI20231389	Frank Golsby	13	4		62	2023-07-10
MANDIRI20231390	Tammara Hailes	27	2		40	2023-07-10
MANDIRI20231391	Gustavus Toolin	1	2		469	2023-07-10
MANDIRI20231392	Kary Rockall	13	4		221	2023-07-10
MANDIRI20231394	Kerwin Tilford	5	2		108	2023-07-10
MANDIRI20231395	Duffie Doge	1	4		146	2023-07-10
MANDIRI20231396	Hercules Persehouse	22	2		179	2023-07-10
MANDIRI20231397	Parsifal Bemand	15	2		249	2023-07-10
MANDIRI20231398	Ignazio Ruggiero	34	1	19	302	2023-07-10
MANDIRI20231399	Woodman Kegg	11	4		469	2023-07-10
MANDIRI20231400	Kippy Gentery	1	2		334	2023-07-10
MANDIRI20231401	Zak Sigert	8	2		26	2023-07-10
MANDIRI20231402	Clifford Gilstin	31	2		258	2023-07-10
MANDIRI20231403	Roxine Ormes	27	2		51	2023-07-10
MANDIRI20231404	Bar Dobbin	13	1	60	445	2023-07-10
MANDIRI20231405	Dirk Kirkham	6	4		438	2023-07-10
MANDIRI20231406	Tanney Erni	17	2		414	2023-07-10
MANDIRI20231407	Brinna Jelkes	3	2		216	2023-07-10
MANDIRI20231408	Gabriel Garron	10	4		9	2023-07-10
MANDIRI20231409	Desiri Leat	21	2		436	2023-07-10
MANDIRI20231410	Quintin Bellord	10	2		329	2023-07-10
MANDIRI20231411	Hewet Dericot	7	2		277	2023-07-10
MANDIRI20231412	Analise Bristow	26	3		47	2023-07-10
MANDIRI20231413	Rhodie Filippi	34	2		235	2023-07-10
MANDIRI20231414	Andree Mordy	4	2		399	2023-07-10
MANDIRI20231415	Carleton Casterot	23	1	11	305	2023-07-10
MANDIRI20231417	Glynn Willder	28	4		265	2023-07-10
MANDIRI20231418	Amory Lafuente	29	2		343	2023-07-10
MANDIRI20231419	Ansell Ranklin	21	2		153	2023-07-10
MANDIRI20231420	Corissa Guerrier	16	2		454	2023-07-10
MANDIRI20231421	Deane Ferrarini	28	2		205	2023-07-10
MANDIRI20231422	Ambrosio Kelwick	21	2		92	2023-07-10
MANDIRI20231423	Vevay Vedntyev	29	3		223	2023-07-10
MANDIRI20231424	Antone Newey	2	4		431	2023-07-10
MANDIRI20231426	Loni Critchley	33	2		215	2023-07-10
MANDIRI20231427	Howie Pettwood	1	4		414	2023-07-10
MANDIRI20231428	Cy Penkman	17	4		167	2023-07-10
MANDIRI20231429	Parke Willett	5	3		87	2023-07-10
MANDIRI20231430	Robyn Endley	24	2		81	2023-07-10
MANDIRI20231431	Arie Wittering	2	4		28	2023-07-10
MANDIRI20231432	Elsie Lye	20	3		378	2023-07-10
MANDIRI20231433	Belita Whiskerd	21	3		325	2023-07-10
MANDIRI20231434	Alidia Ditchburn	9	2		116	2023-07-10
MANDIRI20231435	Dalston Rate	9	2		481	2023-07-10
MANDIRI20231436	Breena Salan	9	2		39	2023-07-10
MANDIRI20231437	Llywellyn Westerman	8	2		240	2023-07-10
MANDIRI20231438	Verla Ravenhill	31	3		274	2023-07-10
MANDIRI20231440	Nikos Selcraig	34	4		292	2023-07-10
MANDIRI20231441	Purcell Salvage	4	4		403	2023-07-10
MANDIRI20231442	Artus Vivash	35	2		334	2023-07-10
MANDIRI20231443	Sandi Hanselman	18	2		120	2023-07-10
MANDIRI20231445	Emma Sheard	12	4		55	2023-07-10
MANDIRI20231446	Cecilia Dirkin	23	2		236	2023-07-10
MANDIRI20231447	Burk Blow	6	2		6	2023-07-10
MANDIRI20231448	Cammie Kleinholz	29	3		388	2023-07-10
MANDIRI20231449	Joyous Rapinett	25	2		17	2023-07-10
MANDIRI20231450	Audy Strelitzer	22	2		466	2023-07-10
MANDIRI20231451	Cahra Bunston	15	3		469	2023-07-10
MANDIRI20231452	Pearl Norris	2	2		439	2023-07-10
MANDIRI20231453	Quincey Lemmen	5	2		31	2023-07-10
MANDIRI20231454	Saunders Goulbourne	27	3		451	2023-07-10
MANDIRI20231455	Culver Waumsley	30	2		377	2023-07-10
MANDIRI20231456	Blithe Bernhardi	25	4		289	2023-07-10
MANDIRI20231458	Lesley Mars	31	2		499	2023-07-10
MANDIRI20231462	Barrie Woolstenholmes	20	3		161	2023-07-10
MANDIRI20231463	Dorree Lott	15	3		222	2023-07-10
MANDIRI20231464	Stillmann Brainsby	15	2		122	2023-07-10
MANDIRI20231465	Riley Meeron	2	3		144	2023-07-10
MANDIRI20231466	Gibbie Behling	20	4		284	2023-07-10
MANDIRI20231467	Iain Kless	22	2		42	2023-07-10
MANDIRI20231468	Winslow Palomba	23	1	46	102	2023-07-10
MANDIRI20231469	Aggi Kermeen	32	4		288	2023-07-10
MANDIRI20231470	Sheffield Wasielewicz	11	4		464	2023-07-10
MANDIRI20231471	Rockwell Hesser	25	3		69	2023-07-10
MANDIRI20231472	Morry Simms	27	2		139	2023-07-10
MANDIRI20231473	Gerardo Dorcey	1	2		326	2023-07-10
MANDIRI20231474	Cecilla Perfili	4	2		212	2023-07-10
MANDIRI20231475	Katina Buscher	32	2		253	2023-07-10
MANDIRI20231476	Dorthy Janek	9	2		324	2023-07-10
MANDIRI20231477	Gennie Aires	23	3		37	2023-07-10
MANDIRI20231478	Malinda Pretti	7	2		340	2023-07-10
MANDIRI20231479	Cassy Whittles	19	2		85	2023-07-10
MANDIRI20231480	Alana Noel	34	2		127	2023-07-10
MANDIRI20231481	Ivory Hackworth	6	4		325	2023-07-10
MANDIRI20231482	Guthrey Appleford	32	2		360	2023-07-10
MANDIRI20231483	Marlo Willstrop	24	2		394	2023-07-10
MANDIRI20231484	Kristoffer Nason	14	2		132	2023-07-10
MANDIRI20231485	Marcille Bottell	23	2		119	2023-07-10
MANDIRI20231486	Mureil Shalders	24	2		206	2023-07-10
MANDIRI20231487	Ryley Tracey	27	2		87	2023-07-10
MANDIRI20231488	Arluene Matteotti	25	4		454	2023-07-10
MANDIRI20231489	Maurizio Spandley	18	4		469	2023-07-10
MANDIRI20231490	Dewie Rodinger	35	2		164	2023-07-10
MANDIRI20231491	Vassily Climo	32	3		138	2023-07-10
MANDIRI20231492	Aggie Friman	28	2		153	2023-07-10
MANDIRI20231493	Martynne Stukings	26	2		314	2023-07-10
MANDIRI20231494	Jessee Voysey	16	2		421	2023-07-10
MANDIRI20231495	Scott Lintin	21	1	38	279	2023-07-10
MANDIRI20231496	Halli Sissons	20	1	19	85	2023-07-10
MANDIRI20231497	Trula Mainson	14	2		52	2023-07-10
MANDIRI20231499	Candice Cordon	20	4		445	2023-07-10
MANDIRI20231500	Roxana Daskiewicz	25	2		40	2023-07-10
MANDIRI20231501	Sinclare MacKill	29	2		301	2023-07-10
MANDIRI20231502	Ashla Ackred	23	2		318	2023-07-10
MANDIRI20231503	Glenine Herkess	5	2		334	2023-07-10
MANDIRI20231504	Warden Pawson	9	2		375	2023-07-10
